,tag,text
6041,pro-studentov,"Диалог двух студентов:- Ты знаешь, что тебя уже отчислили?- Да!? Вот невезуха... А я хотел еще сегодня прогулять занятия."
6042,pro-studentov,"Гениальный способ повысить студентам стипендию:1. Отбираем Майбах у Жириновского,2. Продаём его Прохорову.3. Раздаём деньги студентам.4. Отбираем Майбах у Прохорова.5. Продаём его Жириновскому.6. Раздаём деньги студентам.7. Отбираем Майбах у Жириновского..."
6043,pro-studentov,"Предание гласит, что этот текст был вывешен на сайте корпорацииМакдоннел-Дуглас кем-то из ее сотрудников. Просуществовал там сей текст,как вы догадываетесь, очень короткое время.«Благодарим вас за покупку боевого самолета фирмы Макдоннел-Дуглас! Длятого чтобы защитить вашу новую покупку, пожалуйста уделите несколькоминут на заполнение нашей онлайновой регистарционной карты. Вамнеобязательно отвечать на статистические вопросы, но эта информацияможет нам помочь в разработке новой продукции, отвечающей вашимпотребностям и пожеланиям.1. Ваши данные?Ваш титул (нужное отметить):[ ] Мистер [ ] Лейтенант[ ] Гражданин[ ] Миссис[ ] Генерал[ ] Фюрер    [ ] Мисс     [ ] Товарищ  [ ] Дуче   [ ] Информация засекречена [ ] Саддам ХуссейнИмя:Фамилия:Пароль (максимум 8 симоволов):Подпольная кличка / радиопозывной:Широта - долгота - высота:2. Какую модель самолета из производимых Макдоннел-Дуглас вы приобрели?[ ] F-14 Tomcat[ ] F-15 Eagle[ ] F-16 Falcon[ ] F-117A Nighthawk[ ] Информация засекречена3. Дата покупки (Год/Месяц/День):4. Серийный номер (находится справа вверху на приборной доске первого пилота):5. Где и как был приобретен этот продукт?[ ] Получен в подарок / как пакет государственной помощи[ ] По каталогу / в демонстрационном зале официального дилера[ ] У нелегального торговца оружием[ ] Заказан по почте[ ] В магазине уцененных товаров[ ] Бесплатное приложение к другой покупке[ ] Распродажа излишков армейского снаряжения[ ] Информация засекречена6. Как вы узнали о модели Макдоннел-Дугласа, которую вы только что купили?[ ] Услышал рев над головой, посмотрел вверх[ ] Увидел на витрине магазина[ ] Шпионаж[ ] Рекомендация друзей / родственников / союзников[ ] Политическое лобби производителя[ ] Был атакован в бою одним из экземпляров модели7. Пожалуйста, выделите 3 (три) главных фактора, повлиявших на вашерешение купить данную модель:[ ] Стиль / внешний вид[ ] Скорость / маневренность[ ] Цена / достоинства[ ] Комфорт / удобство[ ] Откат / взятка[ ] Рекомендации продавца[ ] Репутация фирмы Макдоннел-Дуглас[ ] Продавщица дала прямо в кабине самолета выставленного в торговом зале[ ] Усовершенствованная система навигации и целеуказания[ ] Закулисная политика[ ] Очень тяжелые воспоминания о встрече с данной моделью в боевых условиях8. Пожалуйста обозначьте регион(ы) где вы предполагаете использоватьвашу новую покупку:[ ] Северная Америка[ ] Ирак[ ] Центральная/Южная Америка[ ] Ирак[ ] По всему миру с авианосца[ ] Ирак[ ] Европа[ ] Ирак[ ] Ближний Восток (не Ирак)[ ] Ирак[ ] Африка[ ] Ирак[ ] Азия/Дальний Восток[ ] Ирак[ ] Прочие страны Третьего Мира[ ] Ирак[ ] Информация засекречена[ ] Ирак9. Пожалуйста, отметьте товары, которыми вы уже владеете или намереныкупить в ближайшем будущем:[ ] Цветной телевизор[ ] ВМ (Видеомоагнитофон)[ ] МБР (Межконтинентальные баллистические ракеты)[ ] Спутник-убийца[ ] Проигрыватель компакт-дисков[ ] Лазерная пушка[ ] Кухонный комбайн[ ] Мобильный зенитный комплекс(ы)[ ] Шаттл[ ] Домашний компьютер[ ] Темоядерный заряд(ы)10. Как бы вы охарактеризовали себя или представляемую вамиорганизацию? (Выделите все подходящие ответы)[ ] Коммунисты/социалисты[ ] Террористы[ ] Идиоты[ ] Нейтральная страна[ ] Демократия[ ] Диктатура[ ] Коррумированное правительство[ ] Первобытно-общинное племя11. Как вы оплатили свою покупку самолета Макдоннел-Дуглас?[ ] Создав дефицит бютжета[ ] Наличными[ ] Чемоданами кокаина[ ] Из доходов от нефтедобычи[ ] Из собранных политических пожертвований[ ] Персональным чеком[ ] Кредитной картой[ ] Из выкупа за заложников[ ] Дорожными чеками12. Ваша профессиональная деятельность?[ ] Домохозяйка[ ] Продажа  / маркетинг[ ] Революционер[ ] Служитель культа[ ] Наемник[ ] Диктатор[ ] Менеджер среднего звена[ ] Эксцентричный мультимиллионер[ ] Пенсионер[ ] Министр обороны / главнокомандующий[ ] Студент / курсант13. Чтобы мы могли учесть стиль жизни наших покупателей, пожалуйставыделите времяпровождения и развлечения, которыми увлекаетесь вы и вашиблизкие:[ ] Гольф[ ] Мореплавание/хождение под парусом[ ] Саботаж[ ] Захват авиалайнеров[ ] Ужение на муху[ ] Пропаганда[ ] Дестабилизация / свержение правительств[ ] Дефолты по займам[ ] Садоводство[ ] Грабежи и насилие[ ] Рукоделие[ ] Торговля на черном рынке / контрабанда[ ] Нумизматика / филателия[ ] Просмотр спортивных соревнований по телевизору[ ] Виноделие[ ] Допросы с применением пыток[ ] Домашние животные[ ] Подавление  восстаний и мятежей[ ] Разведка и шпионаж[ ] Дизайн одежды[ ] Пограничные конфликты[ ] Гарантированное взаимоуничтожение с противникомБлагодарим вас за ваше время, потраченное на заполнение нашей анкеты!Ваши ответы обязательно будут учтены в наших маркетинговыхисследованиях, которые призваны помочь Макдоннел-Дугласу улучшитьобслуживание наших клиентов! Также вы сможете получить по почтеинформационные бюллетени и специальные предложения от других компаний,правительств, террористических групп и подпольных картелей.В качестве благодарности за участие в опросе вы будете зарегистрированыв нашей лоторее «Гром Пустыни», главный приз которой - бомбардировщикF-117A последней модификации!У вас есть комментарии и предложения относительно наших истребителей ибомбардировщиков? Пишите нам: Корпорация Макдоннел-Дуглас, отделмаркетинга, военно-аэрокосмическое отделение.»"
6044,pro-studentov,"Встречаются студент-программер и студентка-историчка.Разговорились. У программера, как обычно, все темы на комповскиеперескакивают. Подругу это достает:- Ты хоть о чем-нибудь другом, кроме своих компьютеров, можешь  поговорить? Есть же масса интересных тем для разговора. Та же  история. Ты вот, например, хоть знаешь, что такое дельфийский  оракул?Пацан:- Да, нефиговому изврату вас, историков, на информатике учат!"
6045,pro-studentov,"На семинаре в медакадемии старенький профессор задаёт студентам вопрос:- Что необходимо иметь, чтобы поставить клизму?Один студент отвечает - банку, другой - воду, третий - трубку...Профессор выслушал эти ответы и говорит:- Прежде всего, необходимо иметь под рукой объект клизмирования..."
6046,pro-studentov,"Конец семестра. В группу назначают нового классного руководителя. Тотникого не знает, поэтому собирает студентов в аудитории, берет журнал иначинает изучать их успеваемость. После чего изрекает:- Так, Комань, а ведь по тебе армия плачет, ох плачет.Голос с задних рядов:- Пусть плачет, пусть хоть вся изрыдается, мне по барабану, я девушка."
6047,pro-studentov,- Что общего между студентом на экзамене и рыцарем на турнире?- Шпоры.
6048,pro-studentov,"Студенты не боятся кризиса... У них пиздец два раза в год,что им какой-то там кризис..."
6049,pro-studentov,"Кафедра теологии в МИФИ закрепила де-юре то, что де-факто эксперименты в российской науке давно можно делать только с Божьей помощью."
6050,pro-studentov,"Препод:- На время сессии вам придется забыть о личной жизни.Встает студент:- А что это за блондинку вы привели вчера в ресторан? и т.д.Голос за кадром:- Сергей Иванов, будущий рядовой российской армии..."
6051,pro-studentov,"Студенческая кулинарная книга ""300 вкусных блюд из бич-пакета""."
6052,pro-studentov,"На семинаре по психологии:- Студент, Вы сделали домашнее задание?- Нет.- Почему?- Времени не было.- Девки?- Нет.- Студент, Вы меня огорчаете...Мартовский кот"
6053,pro-studentov,"Дорогая редакция музыкальных программ! В концерте по заявкам исполните,пожалуйста, для студента из Мозамбика песню «Убили негра»."
6054,pro-studentov,"Учёба подразделяется на два типа:1. Слишком сложно, чтобы выучить.2. Слишком просто, чтобы учить."
6055,pro-studentov,"Кембpиджский унивеpситет, лекция пo биoлoгии.Тема: oпасные живoтные. Пpoфессop:- Львы, тигpы, нoсopoги, да, безуслoвнo - этo oпасные звеpи,  нo самый стpашный вpаг челoвека - этo медведь гpизли.  Этo хитpый и кoваpный звеpь, если вы безopужны - спасения  oт негo нет. Вoт вы oт негo пoбежите - oн вас дoгoнит и съест,  вы на деpевo пoлезете - залезет и там съест, вы в вoду ныpнете -  ныpнет за вами, вытащит и съест... Итак, еще pаз пoвтopяю:  если вы безopужны - спасения oт негo нет. Все пoняли?Маленький, щуплый студент пoднимает pуку:- Господин пpoфессop, вoпpoс мoжнo?- Hу?- Господин пpoфессop, а если спpятаться?- Для таких как вы, пoвтopяю еще pаз: гpизли - этo хитpый и  кoваpный звеpь, oн _тoже_ спpячется."
6056,pro-studentov,"На военной кафедре:- Студенты! Ну что это такое?! ""Товарищ полковник! Товарищ полковник!  Расскажите это, покажите то, а как сделать это, как сделать то!""  Как вам не студно! Что ж вы будете делать когда война-то начнется!  Ведь товарища полковника там не будет, не-е-ет!"
6057,pro-studentov,"Экзамен в университете. Тема прошедшего семестра: «Звук и свет».Заходит первый студент. Профессор спрашивает:- Что быстрее - звук или свет?Студент отвечает:- Свет.- Отлично, а почему?- Когда я включаю радио, сначала появляется свет, а потом уже звук!- Вон!В аудиторию входит второй студент. Профессор задает тот же вопрос.Ответ:- Звук.- Обоснуйте!- Когда я включаю телевизор, сначала появляется звук, а уж потом  картинка.- Вон!!!Профессор задумался: «Или студенты очень уж глупые, или я задаю оченьсложные вопросы? » Появляется третий студент.Профессор спрашивает:- Вы стоите на горе. На противоположной горе стоит пушка. Из нее  стреляют. Что вы зафиксируете сначала - пламя из ствола или грохот  выстрела?- Конечно, пламя из ствола!Профессор с облегчением спрашивает:- И как это можно объяснить?Студент задумался на секунду и отвечает:- Глаза же намного впереди ушей!"
6058,pro-studentov,"Американский юморВ колледж приезжает суперзнаменитый профессор, специальность -связи с общественностью. И вот он решил провести первую показательнуюлекцию прямо на улице, ну, поближе к той самой общественности.Профессор студентам:- Смотрите и учитесь!И тут он достает сигарету и кричит прохожему:- Эй, ты, нигер! Ну да, ты, ты, черный, прикурить не будет?Студенты выпадают в осадок... Что? Что????Тут негр подходит к профессору, с улыбкой достает зажигалку и самподносит ему огонек, мол, пожалуйста, всегда рад.Студенты в шоке... Как? Как???Профессор студентам:- Поверьте мне, им уже так надоело, что мы жмемся и думаем пять минут,  прежде чем назовем их афроамериканцами, смущаясь и пряча глаза.  А потом шепотом говорим знакомому: ""ну, чтобы быть политически  корректным!!""...А нигер, удаляясь, ухмыляется про себя: ""Я всегда готов, белая сука,приложить руку к твоей постепенной смерти от рака!"""
6059,pro-studentov,Ради зачета студент пойдет на все - даже на зачет.
6060,pro-studentov,"У преподавателя по высшей математике однажды пропала его любимая собачка. Он объявил, что нашедшему поставит ""пятёрку"" без экзамена. С тех пор во время сессии собачка стала пропадать по нескольку раз..."
6061,pro-studentov,"Студент Сидоров завалил экзамен по тензорному исчислению, но так изворотливо это отрицал, что тут же сдал экзамен по философии."
6062,pro-studentov,Неудобно дракона трахать - хвост мешает.И с деканатом спорить - по той же причине.
6063,pro-studentov,"Об иностранных студентах: библиотекарь нашего института предупредилапредставителя далекой Нигерии: ``Если вы не сдадите книгу вовремя,я занесу вас в черный список!``"
6064,pro-studentov,Два студента перед сессией:- Что читаешь?- Квантовую механику.- А чего книга вверх ногами?- А какая разница...
6065,pro-studentov,"«Физтех» отозвал 2000 своих выпускников. Причина: обнаруженысистематические ошибочные положения в материале, излагаемом в своихлекциях доцентом Петровым."
6066,pro-studentov,"Диалог между двумя гопниками в троллейбусе:...-Слышь, а где Васян, чо-то его не видно?- Блин, да в больнице лежит- А чё с ним?- Сотрясение мозга, сломаны челюсть, 6 ребер, рука и нога.- Оо???? , а он чо, с лестницы навернулся?- Да не, нажрался, вышел на улицу, прикопался до какого-то студента и  порвал ему ватман."
6067,pro-studentov,"Идёт экзамен, студент говорит преподавателю:– Я претендую на стопроцентную оценку.Тот говорит:– Хорошо, для этого вам достаточно ответить на один вопрос.Препод задал вопрос, студент ответил, препод говорит:– Ответ правильный. Я обещал вам за это стопроцентную оценку. Высвободны. Сто процентов - это сто сотых, то есть 1. Получайте своюединицу!"
6068,pro-studentov,"У студента 3 мечты:на лекции - блин, когда же я пожру!на практике - блин, когда же я посплю!сессия - блин, ну когда же я сдохну!"
6069,pro-studentov,"Представьте себе конец зачетной недели, задолбанного получениемзачета студента и препода по квантам или теории поля (не помню):молодого, рыжего, ленивого -  словом, большого кота.Препод:- Студент, я вам зачет не поставлю...Студент:- Почему?Препод:- А вы задачи решать не умеете...Студент:- Какие задачи?Препод:- Да никакие...Студент (обнаглев от безысходности):- Так научите!Препод:- А чего учить-то?...Студент:- Ну... как решать...Препод:- А чего их решать-то..."
6070,pro-studentov,"На тему открытия кафедры теологии в МИФИ:- Как происходит распад урана?- На всё воля божья.- Садись, 5."
6071,pro-studentov,Подвыпившие студенты лучше других сдают философию.
6072,pro-studentov,"Старый профессор на экзамене:- Так, кто считает, что знает предмет на 5 баллов?Подняло руки пара студентов. Профессор: - давайте зачетки. И ставитотлично.- Кто считает, что знает предмет на четыре балла?Подняло руки человек десять. Тоже собирает зачетки, ставит четыре.- Кто считает, что на 3?Подняли руки - та же история.- Значит, так - остальные неуд, приходите на пересдачу.Студент:- А когда пересдача?Профессор:- Ну-у-у, давайте сейчас. Итак, кто считает, что знает предмет на 5  баллов?..."
6073,pro-studentov,"Знаете ли вы, что:За конфискацию шпаргалки написанной на пятихатке препод может схлопотать нехилый срок."
6074,pro-studentov,"При поступлении в ПТУ абитуриенты отвечают только на один вопрос анкеты:- Сынок, может передумаешь?"
6075,pro-studentov,"Студенты, сдающие сессию! Обратите внимание - (если кто еще не знает :))- оценка ""уд."" не значит ""удовлетворительно"", она означает ""удачно""..."
6076,pro-studentov,"Экзамен по анатомии. Билет по урологии. Студент рассказал всё, что знал и что придумал, время завершать ответ.- Канал для вывода мочи у женщин - три сантиметра, а у мужчин...И тут студент задумался, как бы не лохануться.Экзаменаторша, задумчиво:- А у мужчин - кому как повезёт..."
6077,pro-studentov,"Заигрывают две студентки с преподом на экзамене. В конце обсуждаютрезультаты.- (грустно)Он сказал, что мне не пара.- (игриво)А мне сказал, что пара, и пригласил меня сегодня вечером(раздраженно)готовиться к пересдаче"
6078,pro-studentov,"В общаге я, конечно, видел немало всего, но чтобы студенты ели суши циркулем и рейсфедером..."
6079,pro-studentov,"Объявление:Подготавливаем абитуриентов к вступительным экзаменам,Пишем курсовые и дипломные для студентов,Составляем покаянные письма для олигархов."
6080,pro-studentov,"Многие студентки в медицинском институте с интересом узнают, что грудьюможно еще и ребенка кормить."
6081,pro-studentov,"- Говорят, что в жизни человека студенческие годы самые лучшие, а я что-то пока этого в полной мере не ощутил.- Просто потом будет ещё хуже..."
6082,pro-studentov,Студент дает домой телеграмму:СТУДЕHТДома расшифровывают:Срочно Требуется Уйма Денег Есть Hечего Точка
6083,pro-studentov,"Объявление в автосалоне:""Hовогодняя распродажа. Продаются два Роллс-Ройса, Мерседес-600и Линкольн, со скидкой 5%, пенсионерам и студентам скидка - 10%"".                                                            jonas"
6084,pro-studentov,"Сидят двое бедных студентов дома у одного из них, как обычно бухают,приходит к ним третий, видит что пьют бренди.- От куда у вас бабки на бренди?- Вот именно, это бабкино бренди!"
6085,pro-studentov,"Если студент в задумчивости стоит возле деканата и упорно всматривается в фотографии сотрудников кафедры, то у него в голове крутятся приблизительно следующие мысли: ""Как же зовут ту морду, которой я принёс реферат?"""
6086,pro-studentov,"Студент, сын нового русского, жалуется другу:- Представляешь, я послал телеграмму родакам, чтобы они выслали мне денег,  ну типа мне не хватает на питание...!- Ну а они, конечно, сказали ""нет""!?- Нет, они купили мне ресторан...!!!"
6087,pro-studentov,"Девушка из интеллигентной семьи поступает в институт в другой город.Через месяц ей звонит мама:- Доченька, как ты там? Говорят у вас там студенты пьют, курят,  употребляют наркотики, занимаются беспорядочным сексом, вступают в  религиозные секты.Дочка, удивленно:- РЕЛИГИОЗНЫЕ СЕКТЫ???"
6088,pro-studentov,"Ранние семидесятые. Приехали в МГУ немецкиестуденты-первокурсники, старательные, многиес (ихним) комсомольско-гебэшным оттеночком.Один такой приходит в студ. столовую и старательноговорит подавальщице:- Тайте мне, пошалуйста, хлеп с маслом!Та (мощная бабеха в белом халате) смотрит на негокак на идиота, и отрезает:- По-русски это называется БУТЕРБРОД!"
6089,pro-studentov,"Вопрос: Как квалифицировать предложение преподавателя студентке вступитьс ним в интимную связь в обмен на высокую оценку на экзамене?Ответ: Если знает билет - то как принуждение к вступлению в связьс  использованием служебного положения,если нет - то как изнасилование с использованием беспомощного состоянияпотерпевшей."
6090,pro-studentov,"- Коллеги, у нас в магазине будут проходить практику студенты изинститута, - сказал директор продавцам.Пришли студенты. Продавцы научили их всем своим хитростям испрашивают:- А чему вас сейчас в торговых институтах учат?- А м"
6091,pro-studentov,"В комнату к сыну-студенту заходит отец:- Сынок, тут такое дело... Мама решила в гараже сделать уборку и в  бардачке женские трусики нашла. Я ей сказал, что ты брал у меня ключи от  машины.- Но ведь мама знает, что я водить не умею!- Знает! Сынок, ты, главное, подтверди, что ключи брал, а бампер я уже  помял!"
6092,pro-studentov,"Колледж програмистов. Преподаватель студентам:-...наш колледж не только учит, но и спасает   много человеческих жизней!- ????????????- ...да потому, что такие идиоты как вы не идут  в Медицинский !!!"
6093,pro-studentov,"Взятка в деканате на 25 процентов меньше, чем в военкомате. Рынок."
6094,pro-studentov,"Препод читает лекцию студентам, зачитался и не заметил,как время лекции подошло к концу. Уже 5 минут сверх временичитает, 10 минут... 20 минут, 40 минут. И вдруг, онспохватывается и говорит студентам:- Ой, кажется, я немного увлекся, вы меня простите,  у меня часов нет.С задних рядов отвечают:- А зачем вам часы? У вас сзади календарь висит."
6095,pro-studentov,Аптека. Студент пpосит пpезеpватив.Совpеменная пpодавщица:- Вам завеpнуть или натянуть?
6096,pro-studentov,"В связи с успехом сериалов солдаТЫ, турисТЫ и студенТЫ, руководствоRenTV решило снять еще один сериал. О жизни депутатов. МандаТЫ.                                                                  dik"
6097,pro-studentov,"Армейский юмор.Россию, конечно, примут в НАТО. Только в качестве мишени...Часовые должны стоять на расстоянии вытянутого выстрела друг от друга.Часовых подбирать по размеру валенок.Что вы висите, как танк на заборе?!Что вы здесь очковытирательством занимаетесь?Что у вас ремень на яйцах висит, как у беременной бабы!Шире шаг! Почему зад не поет?Я китель снял, значит, будет не холодно.Я тебя узнал! Как твоя фамилия?Товарищ студент, почему вы явились на занятие военной кафедры в штанахнаиболее предполагаемого противника?- И учтите, в армии можно жаловаться только на короткий срок службы!Майор:- Шо вы из меня дурака корчите?Вы меня не обманете, у меня всякие курсанты были, даже кубинцы изАфрики.Зачем вы обклеили тумбочку обнаженными девицами? Здесь вам казарма,между прочим, а не онанизматорий.Кто там улыбается? Как никто? Я ведь слышу...Почему у 90% есть фляги, а у половины нет?По мне пусть хоть всех поубивают, лишь бы войны не было!Что вас больше занимает: то, что я говорю, или дохлый голубь, которыйлетает над столовой?!Тяжело в учении - легко в очаге поражения!Товарищи курсанты, в связи с обледенением крыш, надо ходить не вдольних, а мимо них!У каждого будущего офицера должна быть мечта, ибо - офицер без мечты -как собака без крыльев.Забор как вчера упал, так до сих пор и стоит.Вас что в детстве не учили вежливостью заниматься?Почему вы стоите ко мне спиной, когда я смотрю вам прямо в лицо?Фамилию пишите. И инициалы пишите, только сокращенно.А в чье дежурство на кафедре сломали цветной радиоприемник, который якупил на свои государственные сбережения?Бомбоубежище накрыто сеткой, чтобы бомба не знала, куда падает.Хвост у обезьяны используется как пятая рука.- Я тут вам сквозь пальцы все спускаю, но если я кого-нибудь за  что-нибудь поймаю, то это будет его конец!..За хорошую работу меня наградили доской почета.Почему уборка называется генеральной, если в ней не принял участия ниодин генерал?- Я выбежал в туалет, в чем мать родила: в трусах, майке и сапогах.Водку пьянствуете, а у самих в кубрике столько дерьма, что в голове неукладывается.Билеты разные. Одному может достаться полегче, а другому - попроще.Товарищ курсант, вы что такой кривой квадрат нарисовали? Дальтоник чтоли?Окна надо мыть чисто, чтобы светло проникало.У нас только авиация всепогодная, а вся остальная техника подчиняетсязаконам физики.Дневальный, почему шинели опять на полу висят?В Вас начинает просыпаться военный человек, то, что Вы говоритесовершенно невозможно понять.Я не знаю как должно быть, но вы делаете неправильно.Всем снять перчатки раз их ни у кого нет!За 15 минут до программы ""Время"" включить и прогреть телевизор.При бомбардировке в укрытие первыми идут беременные, например женщины.Американские агрессоры вмешиваются во внутренние дела Советского Союзаво всем мире.Сигнал тревоги неожиданно прозвучит в 4 часа утра.Рота! Для помойки в баню становись!Сержант! Почему у вас вода на полу валяется?"
6098,pro-studentov,"Два студента с военной кафедры решили подколоть прапора:- Товарищ прапорщик, а что тяжелее: килограмм ваты или килограмм железа?- Киглограмм железа!- А вот и неправильно, одинаково!- А я вот щас дам тебе по голове сначала килограммом ваты, а потом  килограммом железа, а там посмотрим!"
6099,pro-studentov,из диалога двух пьяных студентов противоположного пола:- я межж-прочим студентка 3-го курса института финансового менеджмента и  кредита!- ух ты!... дашь в кредит?!
6100,pro-studentov,"Студентка спрашивает у профессора-биолога:- Я беременна от негра и мне сказали, что вероятность рождения  белого ребенка определяется 3-им законом Менделя. Скажите,  кто у меня родится?Профессор(после паузы):- Ну... Если по Менделю, то зеленый и морщинистый...(Мендель экспериментировал на горохе)."
6101,pro-studentov,"Студент Петров, шедший по улице на третью пересдачу, истовоперекрестился на райвоенкомат..."
6102,pro-studentov,"В переходе сидит бабка и ко всем пристает:- Мамка, дай денег на хлебушек! Папка, дай денег на хлебушек!Пристает так и к двум студентам. Парень:- Может дай ей, а то не отстанет.- Не дам.- Почему?- Почему, почему... Сглазить боюсь..."
6103,pro-studentov,"Вчера сессия Верховного Суда РФ в открытом заседании рассмотрелаобращение Российского Союза Зоофилов о нарушениях при акционированиисредств массовой информации и вынесла решение:1. Передать детский журнал ""Юный натуралист"" в ведение молодежнойсекции Российского Союза Зоофилов с соответствующим переименованиемжурнала.2. Указать на недопустимость умышленной дезориентации подрастающегопоколения с целью переманивания ее из рядов одного движения в рядыдругого путем подмены основополагающих ориентиров.3. В связи с вышеизложенным наименование ""Юный натуралист"" закрепить замолодежными секциями движений ""Натуралисты России"" и ""Российский нудист"".(ПСС тов. Хрюнделя И. Н. , том 412, стр.209.""Обзор судебной практики за 2001 год"", часть 1.Москва, Хрюндельиздат, 2001 год)                                                      (С)Хрюндель И. Н."
6104,pro-studentov,"Лекция. Трое студентов на галерке очень сильно шумят. Преподавательговорит:- Если бы молодые люди на задних рядах вели себя так же тихо как те,  которые играют в карты на средних, то те кто сидит впереди могли бы  спокойно спать."
6105,pro-studentov,"Анекдот из МИТХТ.Спросили нашего дорогого и любимого В. Е. Перельмана (сопромат), как онпринимает экзамен.- Я задаю вопрос, если студент не отвечает, мне становится все ясно, я  ставлю ему неуд и выгоняю на хрен с экзамена.- А если отвечает?- Я задаю ему еще один вопрос, если он не отвечает, мне становится все  ясно, я ставлю ему неуд и выгоняю на хрен с экзамена.- А если снова отвечает?- Я задаю ему третий вопрос, если он не отвечает, мне становится все  ясно, я ставлю ему неуд и выгоняю на хрен с экзамена.- И как долго это продолжается?- Пока мне все не станет ясно!"
6106,pro-studentov,"Пригласил профессор студентку к себе домой, посидели они,выпили. Вышел профессор на минутку, вернулся - а студенткауже в постельке у него лежит. Профессор ей и говорит:``Что за дела, это вам не общежитие, вставайте и начинайтесопротивляться!``"
6107,pro-studentov,Студенты консерватории на переменах бегают за здание послушать Боба Марли.
6108,pro-studentov,"Экзамен на юридическом факультете.Экзаменатор:- В соответствии с законодательством, нотариально заверенная копия имеет  право подлинника. Можете ли вы привести случай, когда эта норма не  действует?Студент.- Ну например, если речь идет о нотариально заверенной копии  стодолларовой купюры."
6109,pro-studentov,"Профессор филологии:- Приведите пример вопроса, чтобы ответ звучал как отказ  и одновременно как согласие.Студент:- Элементарно! ""Дорогой, ты мне дашь развод?"" - ""Ах, отстань!"""
6110,pro-studentov,"Студент в деканате спрашивает декана:- Я не сдал третью пересдачу, что мне теперь делать?Декан:- Теперь вам нужно пройти медкомиссию..."
